siteName,siteStatus,siteAddress,siteState,siteZip,contactPhone,startDate,endDate,daysofOperation,breakfastTime,lunchTime,snackTimeAM,snackTimePM,dinnerSupperTime,latitude,longitude
Clear Creek/Pole Yard Bus Route ,,"833 Clearcreek Road Kooskia, ID 83539",ID,83539,2089830990,3/19/2020,6/30/2020,,,,,,,46.0752373,-115.880982
Clear Creek/Pole Yard Bus Route ,,"689 Clear Creek Kooskia, ID 83539",ID,83539,2089830990,3/19/2020,6/30/2020,,,,,,,46.064392,-115.8833215
Clear Creek/Pole Yard Bus Route ,,"624 Clearcreek Rd Kooskia, ID 83539",ID,83539,2089830990,3/19/2020,6/30/2020,,,,,,,46.0611346,-115.8770608
Clear Creek/Pole Yard Bus Route ,,"UPPER CLEAR CREEK BRIDGE Kooskia, ID 83539",ID,83539,2089830990,3/19/2020,6/30/2020,,,,,,,46.1448942,-115.9779189
Clear Creek/Pole Yard Bus Route ,,"235 Cedar Creek Road Kooskia, ID 83539",ID,83539,2089830990,3/19/2020,6/30/2020,,,,,,,46.0573708,-115.8715131
Clearwater Bus Route,,"108 Sallyann Road Clearwater, ID 83552",ID,83552,2089830990,3/19/2020,6/30/2020,,,,,,,46.0156667,-115.9258152
Clearwater Bus Route,,"Intersection ELK CITY WAGON ROAD and Jacks Road Clearwater, ID 83552",ID,83552,2089830990,3/19/2020,6/30/2020,,,,,,,45.859348,-115.520327
Clearwater Bus Route,,"Intersection Pleasant Valley Rd and JERICO ROAD Clearwater, ID 83552",ID,83552,2089830990,3/19/2020,6/30/2020,,,,,,,46.030406,-115.918219
Clearwater Bus Route,,"716 Pleasant Valley Loop Clearwater Clearwater, ID 83552",ID,83552,2089830990,3/19/2020,6/30/2020,,,,,,,46.0343015,-115.9124684
Clearwater Bus Route,,"603 PLEASANT VALLEY Clearwater, ID 83552",ID,83552,2089830990,3/19/2020,6/30/2020,,,,,,,46.03737049999999,-115.9102328
Clearwater Bus Route,,"Intersection JAMES RD and Pleasant Valley Rd Clearwater, ID 83552",ID,83552,2089830990,3/19/2020,6/30/2020,,,,,,,46.030406,-115.918219
Clearwater Bus Route,,"Intersection Pleasant Valley and Brotnov Rd Clearwater, ID 83552",ID,83552,2089830990,3/19/2020,6/30/2020,,,,,,,46.034018,-115.9447597
Clearwater Bus Route,,"293 Pleasant Valley Road Clearwater, ID 83552",ID,83552,2089830990,3/19/2020,6/30/2020,,,,,,,46.03076590000001,-115.9217488
Clearwater Valley Elementary,,"306 E. Pine St Kooskia, ID 83539",ID,83539,2089830990,3/19/2020,6/30/2020,,,,,,,46.1461422,-115.9744269
Cloverdale Elementary,,"3999 Greenwillow Idaho Falls, ID 83401",ID,83401,2082279671,3/16/2020,6/30/2020,,,,,,,43.504295,-111.9533557
Compass Charter - Elementary,,"2511 W Cherry Lane Meridian, ID 83642",ID,83642,2089228813,4/6/2020,4/30/2020,,,,,,,43.6188549,-116.4245769
Compass Charter - Secondary,,"4667 W Aviator Street Meridian, ID 83642",ID,83642,2089228813,4/6/2020,4/30/2020,,,,,,,43.607534,-116.4523081
Cottonwood Elementary,,"3955 E 200 N Rigby, ID 83442",ID,83442,2087456693,3/18/2020,4/3/2020,,,,,,,43.65646479999999,-111.9094677
Council Mini Storage,,"204 4th Ave Council, ID 83612",ID,83612,2082534223,3/30/2020,4/30/2020,,,,,,,44.734472,-116.432935
Council Valley Assembly of God,,"500 W Whiteley Council, ID 83612",ID,83612,2082534223,3/30/2020,4/30/2020,,,,,,,44.730708,-116.4310887
Country Chalet Mobile Home Park,,"12427 Hwy 75 Ketchum, ID 83353",ID,83353,2085785000,3/18/2020,4/3/2020,,,,,,,43.6555043,-114.3496652
Country Village Trailer Park,,"Woodbridge St & Country Village Ave Caldwell, ID 83605",ID,83605,2084553331,3/18/2020,6/30/2020,,,,,,,43.6396635,-116.6624015
County Line Farms Housing/North Pleasant Valley,,"County Line Road and North Pleasant Vally Road American Falls, ID 83211",ID,83211,2082214830,3/30/2020,5/1/2020,,,,,,,42.8712037,-113.007774
Crooked Bridge,,"1750 E 1700 S Gooding, ID 83330",ID,83330,2089344321,3/18/2020,6/30/2020,,,,,,,42.9534442,-114.7426503
Cuddle Bug Day Care,,"400 Main St. Payette, ID 83661",ID,83661,2086424751,3/18/2020,3/30/2020,,,,,,,44.0703667,-116.9353396
D.D. Stalker Elementary,,"991 W Center St Blackfoot, ID 83221",ID,83221,2087858861,3/23/2020,4/3/2020,,,,,,,43.1882959,-112.3631898
Deary School ,,"502 1st Avenue Deary, ID 83823",ID,83823,2088771151,3/23/2020,3/27/2020,,,,,,,46.79775420000001,-116.5589507
Declo Elementary School,,"120 East Main St. Declo, ID 83323",ID,83323,2088786626,3/30/2020,4/3/2020,,,,,,,42.5183522,-113.6252463
Desert Sage Elementary,,"9325 W Mossywood St Meridian, ID 83709",ID,83709,2083505109,3/24/2020,6/30/2020,,,,,,,43.5385359,-116.2970002
Dietrich School,,"406 N Park St. Dietrich, ID 83324",ID,83324,2085442158,3/23/2020,4/3/2020,,,,,,,42.9128688,-114.2632706
Dog Creek Road,,"1800 E 1300 S Gooding, ID 83330",ID,83330,2089344321,3/18/2020,6/30/2020,,,,,,,43.0117407,-114.7317533
Donnelly Elementary,,"327 E Roseberry Rd Donnelly, ID  83615",ID ,83615,2086305003,3/30/2020,6/30/2020,,,,,,,44.7307612,-116.0767435
Dora Erickson Elementary School,,"940 Garfield St Idaho Falls, ID 83401",ID,83401,2085257532,3/18/2020,6/30/2020,,,,,,,43.4996569,-112.0129929
Driggs Elementary,,"265 LeGrande Pierre Ave Driggs, ID 83422",ID,83422,2082285723,3/17/2020,4/20/2020,,,,,,,43.7375473,-111.0909504
Eagle Rock Middle School,,"2020 Pancheri Drive Idaho Falls, ID 83402",ID,83402,2085257532,3/18/2020,6/30/2020,,,,,,,43.4902996,-112.0719962
Early Childhood Center,,"260 W Main Rigby, ID 83442",ID,83442,2087456693,3/18/2020,4/3/2020,,,,,,,43.6721659,-111.920629
East Elementary,,"775 N 10th E St Mountain Home, ID 83647",ID,83647,2085872580,3/30/2020,6/30/2020,,,,,,,43.1368567,-115.6882391
East Hwy 26,,"2200 East Hwy 26 Gooding, ID 83330",ID,83330,2089344321,3/18/2020,6/30/2020,,,,,,,42.9464075,-114.6535419
East Minico Middle School,,"1805 H Street Rupert, ID 83350",ID,83350,2084363625,3/18/2020,3/20/2020,,,,,,,42.6312079,-113.6786994
East Park,,"3rd St E & Illinois St Gooding, ID 83330",ID,83330,2089344321,3/18/2020,6/30/2020,,,,,,,42.94273219999999,-114.704189
Edahow Elementary School,,"2020 Pocatello Creek Road Pocatello, ID 83201",ID,83201,2082353256,3/25/2020,5/30/2020,,,,,,,42.8980651,-112.4248289
Eden Post Office,,"220 Wilson St East Eden, ID 83325",ID,83325,2088294107,3/31/2020,6/30/2020,,,,,,,42.6057946,-114.2088776
Elevate Academy,,"114 W. Chicago St Caldwell, ID 83605",ID,83605,2087794086,3/17/2020,6/30/2020,,,,,,,43.6745452,-116.6913375
Eliza Hart Spalding Stem Academy,,"12311 W Braddock Dr. Boise, ID 83709",ID,83709,2083505109,3/20/2020,6/30/2020,,,,,,,43.5988346,-116.3372701
Elk River Community Center,,"35133 Dent Bridge Rd Elk River, ID  83827",ID ,83827,2088771154,3/23/2020,3/27/2020,,,,,,,46.6492803,-116.1977863
Ellis ELementary School,,"550 Whitaker Rd Pocatello, ID 83202",ID,83202,2082353256,3/25/2020,5/30/2020,,,,,,,42.91594920000001,-112.4560388
Emerson Alternative High School,,"333 5th St Idaho Falls, ID 83401",ID,83401,2085257532,3/18/2020,6/30/2020,,,,,,,43.4936639,-112.0277992
Emmett Middle School,,"301 East 4th St. Emmett, ID 83617",ID,83617,2083654084,3/19/2020,5/29/2020,,,,,,,43.8714989,-116.4969581
Endeavor Elementary,,"2824 E Victory Rd Nampa, ID 83687",ID,83687,2084684607,3/30/2020,4/21/2020,,,,,,,43.5772567,-116.5351591
Evergreen Apartments,,"2150 Main St. Gooding, ID 83330",ID,83330,2089344321,3/18/2020,6/30/2020,,,,,,,42.9253,-114.7121599
Exeter,,"1774 S Exeter St Council, ID 83612",ID,83612,2082534223,3/30/2020,4/30/2020,,,,,,,44.69848959999999,-116.4202378
Fairview Elementary,,"979 E 97 N Idaho Falls, ID 83401",ID,83401,2082279671,3/16/2020,6/30/2020,,,,,,,43.5830692,-112.0146419
Falls Valley Elementary,,"2455 Virolow Dr. Idaho Falls, ID 83401",ID,83401,2082279671,3/16/2020,6/30/2020,,,,,,,43.4978259,-111.985047
Family Dollar Parking Lot,,"370 S. E. Street Grangeville, ID 83530",ID,83530,2089830990,3/19/2020,6/30/2020,,,,,,,45.9246876,-116.1321184
Famin Stidwell Elementary School,,"1626 Spruce St. Sandpoint, ID 83864",ID,83864,20826321841018,3/19/2020,6/30/2020,,,,,,,48.28280179999999,-116.5717624
Farmway Village Apartments,,"22730 Farmway Caldwell, ID 83607",ID,83607,2084553331,3/18/2020,6/30/2020,,,,,,,43.70219480000001,-116.7126715
Fernan Elementary,,"520 21st Ave Coeur d' Alene, ID  83814",ID ,83814,2089290220,3/23/2020,6/30/2020,,,,,,,47.67711329999999,-116.7553046
Filer Elementary School,,"700 Stevens Avenue Filer, ID 83328",ID,83328,2082932883,3/30/2020,6/30/2020,,,,,,,42.5669689,-114.6151956
Fire Station Camp,,"Nine Rd. Bonners Ferry, ID 83805",ID,83805,2082675519,3/23/2020,5/31/2020,"M,T,W,Th",,,,,,48.8491951,-116.2885301
Fort Hall Elementary,,"1415 B Ave Pocatello, ID 83202",ID,83202,2087858861,3/23/2020,4/3/2020,,,,,,,43.0336267,-112.4387654
Foster Farm Bus Stop,,"1287 Larson Rd Mullan, ID 83846",ID,83846,2087441118,3/19/2020,6/30/2020,,,,,,,47.470285,-115.7421372
Frank Church High School,,"8051 W Salt Creek Ct Boise , ID 83709",ID,83709,2088544067,3/23/2020,6/30/2020,,,,,,,43.5706128,-116.2822464
Frontier Elementary,,"11851 W Musket Dr. Boise, ID 83713",ID,83713,2083505109,3/20/2020,6/30/2020,,,,,,,43.6391214,-116.3298976
Gannett Fire Station,,"803 Main St. Gannett, ID 83313",ID,83313,2085785000,3/18/2020,4/3/2020,,,,,,,43.4769487,-114.2678156
Garden Grove Estates/Shannon Drive,,"Intersection Garden Road and Shannon Drive American Falls, ID 83211",ID,83211,2082214830,3/30/2020,5/1/2020,,,,,,,42.766182,-112.787683
Garfield Elementary,,"1914 Broadway Ave Boise , ID 83706",ID,83706,2088544067,3/23/2020,6/30/2020,,,,,,,43.5892916,-116.193019
Genesee School,,"330 W Ash Street Genesee, ID 83832",ID,83832,2082851161206,4/6/2020,4/17/2020,,,,,,,46.5519156,-116.9294594
Georgetown Elementary,,"142 Stringtown Rd. Georgetown, ID 83239",ID,83239,2084067771,3/17/2020,3/26/2020,,,,,,,42.4781446,-111.36961
Gibble Farm Bus Stop,,"1316 Larson Rd Mullan, ID 83846",ID,83846,2087441118,3/19/2020,6/30/2020,,,,,,,47.4675164,-115.7348579
Glenns Ferry School District,,"639 N Bannock St Glenns Ferry, ID 83623",ID,83623,2083662053,4/1/2020,4/8/2020,,,,,,,42.95685779999999,-115.3085505
Gooding Elementary,,"1045 7th Ave W Gooding , ID 83330",ID,83330,2089344321,3/17/2020,6/30/2020,,,,,,,42.9376674,-114.7260364
Gooding High School,,"1050 7th Ave W Gooding , ID 83330",ID,83330,2089344321,3/17/2020,6/30/2020,,,,,,,42.9385072,-114.7260607
Gooding Middle School,,"1047 7th Ave W Gooding , ID 83330",ID,83330,2089344321,3/17/2020,6/30/2020,,,,,,,42.9385084,-114.7250445
Government Road Area,,"Intersection Syphon and Government Road American Falls, ID 83211",ID,83211,2082214830,3/30/2020,5/1/2020,,,,,,,42.7860226,-112.8544377
Grace Jordan Elementary,,"6411 Fairfield Ave Boise , ID 83709",ID,83709,2088544067,3/23/2020,6/30/2020,,,,,,,43.5918796,-116.2620938
Grace Jr/Sr High School,,"704 S. Main Street Grace , ID 83241",ID,83241,2083170483,3/18/2020,6/30/2020,,,,,,,42.57030899999999,-111.7313353
Grangeville Elementary/Middle School,,"400 S. Idaho St Grangeville, ID 83530",ID,83530,2089830990,3/19/2020,6/30/2020,,,,,,,45.9234334,-116.1265649
Greenacres Elementary School,,"1250 East Oak St Pocatello, ID 83201",ID,83201,2082353256,3/25/2020,5/30/2020,,,,,,,42.8777158,-112.4371276
Groveland Elementary,,"375 W 170 N Blackfoot, ID 83221",ID,83221,2087858861,3/23/2020,4/3/2020,,,,,,,43.2206999,-112.3714801
Hacker Middle School,,"550 E Jackson St Mountain Home, ID 83647",ID,83647,2085872580,3/30/2020,6/30/2020,,,,,,,43.1333347,-115.6895576
Hagerman Elementary School,,"324 N 2nd Avenue Hagerman, ID 83332",ID,83332,2088374777,3/30/2020,6/30/2020,,,,,,,42.8184533,-114.9010603
Hailey Elementary,,"520 S 1st Ave Hailey , ID 83333",ID,83333,2085785000,3/18/2020,4/3/2020,,,,,,,43.5158522,-114.3101775
Hamer Elementary School,,"2450 E 2100 N Hamer, ID 83425",ID,83425,2086636017,3/18/2020,4/3/2020,,,,,,,43.9254721,-112.2085978
Hansen High School,,"550 Main St S Hansen, ID 83334",ID,83334,2084235475,3/30/2020,4/30/2020,,,,,,,42.528104,-114.301147
Hardy Estates,,"3406 Saddlehorn Way Caldwell, ID 83605",ID,83605,2084553331,3/18/2020,6/30/2020,,,,,,,43.6474658,-116.6568894
Harrison Elementary School,,"600 Harrison Twin Falls, ID 83301",ID,83301,2087330134,3/30/2020,4/30/2020,,,,,,,42.5732613,-114.4690613
Harvest Foods,,"800 Bank St Wallace , ID 83873",ID,83873,2087441118,3/19/2020,6/30/2020,,,,,,,47.4713363,-115.920942
Hawthorne Elementary,,"2401 W Targee St Boise , ID 83705",ID,83705,2088544067,3/23/2020,6/30/2020,,,,,,,43.5818555,-116.2108255
Hawthorne Elementary School,,"1520 South Blvd Idaho Falls, ID 83402",ID,83402,2085257532,3/18/2020,6/30/2020,,,,,,,43.4839,-112.034887
Hawthorne Park,,"W Eldredge Rd and Conlin Rd Pocatello, ID 83201",ID,83201,2082353256,3/25/2020,5/30/2020,,,,,,,42.894982,-112.473542
Hazelton City Park,,"298 East 900 South Hazelton, ID 83335",ID,83335,2088294107,3/31/2020,6/30/2020,,,,,,,42.5910276,-114.1359308
Heartland High School,,"124 Idaho St McCall, ID  83638",ID ,83638,2086305003,3/30/2020,6/30/2020,,,,,,,44.9072356,-116.1024844
Helmer Store & Cafe,,"5588 ID - 8 Deary, ID 83823",ID,83823,2088771153,3/23/2020,3/27/2020,,,,,,,46.80119089999999,-116.4705541
Henry's Fork Elementary,,"425 N 3rd W St. Anthony, ID 83445",ID,83445,2086247542,3/23/2020,4/20/2020,,,,,,,43.9713755,-111.687069
Heritage Community Charter School,,"1803 E. Ustick Rd Caldwell, ID 83605",ID,83605,2084538070,3/30/2020,6/30/2020,,,,,,,43.6345761,-116.6766259
Heyburn Elementary,,"1405 Main Ave St. Maries, ID 83861",ID,83861,2082451309,3/23/2020,6/30/2020,,,,,,,47.31606470000001,-116.575167
Highway 12 Bus Route,,"104 South Main Kooskia, ID 83539",ID,83539,2089830990,3/19/2020,6/30/2020,,,,,,,46.13872689999999,-115.9790426
Highway 12 Bus Route,,"Intersection HWY 12 and HWY 13 Kooskia, ID 83539",ID,83539,2089830990,3/19/2020,6/30/2020,,,,,,,46.1484435,-115.9820463
Highway 12 Bus Route,,"Intersection HWY 12 and Hale Rd Kooskia, ID 83539",ID,83539,2089830990,3/19/2020,6/30/2020,,,,,,,46.15692199999999,-115.991192
Highway 12 Bus Route,,"103 S. Front  Rd. (HWY 12) Kamiah, ID 83539",ID,83539,2089830990,3/19/2020,6/30/2020,,,,,,,46.2290472,-116.0292728
Highway 12 Bus Route,,"HWY 12 - MP 77 Kooskia, ID 83539",ID,83539,2089830990,3/19/2020,6/30/2020,,,,,,,46.14880669999999,-115.9810576
Highway 12 Bus Route,,"HWY 12 - MP 80 Kooskia, ID 83539",ID,83539,2089830990,3/19/2020,6/30/2020,,,,,,,46.14880669999999,-115.9810576
Highway 12 Bus Route,,"HWY 12 - MP 80.5 Kooskia, ID 83539",ID,83539,2089830990,3/19/2020,6/30/2020,,,,,,,46.14880669999999,-115.9810576
Highway 12 Bus Route,,"HWY 12- MP 81 Kooskia, ID 83539",ID,83539,2089830990,3/19/2020,6/30/2020,,,,,,,46.14880669999999,-115.9810576
Highway 12 Bus Route,,"HWY 12- MP 84 Kooskia, ID 83539",ID,83539,2089830990,3/19/2020,6/30/2020,,,,,,,46.14880669999999,-115.9810576
Highway 12 Bus Route,,"Intersection Smith Creek and HWY 12 Kooskia, ID 83539",ID,83539,2089830990,3/19/2020,6/30/2020,,,,,,,46.1365389,-115.7514991
Highway 12 Bus Route,,"115 Selway Road Kooskia, ID 83539",ID,83539,2089830990,3/19/2020,6/30/2020,,,,,,,46.143381,-115.596827
Hill Top Restaurant Parking Lot,,"41845 Silver Valley Road Kingston, ID 83839",ID,83839,2087841348,3/23/2020,4/3/2020,,,,,,,47.5495277,-116.2964996
Hillcrest Elementary,,"2045 S Pond St Boise , ID 83705",ID,83705,2088544067,3/23/2020,6/30/2020,,,,,,,43.5839057,-116.241784
Hillcrest Elementary School,,"1045 Bennett American Falls, ID 83211",ID,83211,2082214830,3/30/2020,5/1/2020,,,,,,,42.7751121,-112.8563225
Hillview Elementary,,"3075 Teton St Ammon, ID 83406",ID,83406,2082279671,3/16/2020,6/30/2020,,,,,,,43.4754059,-111.972332
Hollister Elementary School,,"2463 Contact Avenue Twin Falls, ID 83301",ID,83301,2082932883,3/30/2020,6/30/2020,,,,,,,42.3563628,-114.5893022
Hollypark Drive and Huckelberry Street Intersection,,"Hollypark Drive & Huckelberry Street Idaho Falls, ID 83401",ID,83401,2085257532,3/18/2020,6/30/2020,,,,,,,43.5128508,-112.0062449
Homedale Elementary,,"420 W Washington Homedale, ID 83628",ID,83628,2083374033,3/30/2020,4/30/2020,"M,T,W,Th",,,,,,43.62102790000001,-116.9422728
Hope House of Boundary County,,"5100 Camelot Rd Moyie Springs, ID 83847",ID,83847,2082675519,3/23/2020,5/31/2020,"M,T,W,Th",,,,,,48.7263285,-116.1885283
Horizon Elementary,,"730 N Mitchell St Boise , ID 83704",ID,83704,2088544067,3/23/2020,6/30/2020,,,,,,,43.611556,-116.3031148
Horizon Food Service Bus Route #1,,"S Goldking Way & S Smoke Ranch Dr. Boise, ID 83709",ID,83709,2088544067,3/23/2020,6/30/2020,,,,,,,43.5884921,-116.3066888
Horizon Food Service Bus Route #1,,"W Hackamore Dr. & W Martingale Dr. Boise, ID 83709",ID,83709,2088544067,3/23/2020,6/30/2020,,,,,,,43.5954674,-116.3053515
Horizon Food Service Bus Route #1,,"W Shoup Ave & Dalton Ln Boise, ID 83709",ID,83709,2088544067,3/23/2020,6/30/2020,,,,,,,43.5993541,-116.2956575
Horizon Food Service Bus Route #1,,"730 N Mitchell St Boise, ID 83704",ID,83704,2088544067,3/23/2020,6/30/2020,,,,,,,43.611556,-116.3031148
Horizon Food Service Bus Route #2,,"S Bird St & W Hackamore Dr. Boise, ID 83709",ID,83709,2088544067,3/23/2020,6/30/2020,,,,,,,43.595045,-116.2890692
Horizon Food Service Bus Route #2,,"W Shoup Dr. & S Pine Tree Ln (by park) Boise, ID 83709",ID,83709,2088544067,3/23/2020,6/30/2020,,,,,,,43.5993553,-116.2946951
Horizon Food Service Bus Route #2,,"W Irving St & N Maple Grove Boise, ID 83709",ID,83709,2088544067,3/23/2020,6/30/2020,,,,,,,43.6158651,-116.2941071
Hornet Creek,,"4256 Landore Rd Bear, ID 83612",ID,83612,2082534223,3/30/2020,4/30/2020,,,,,,,45.0569825,-116.6515265
Horseshoe Bend Elementary School,,"398 School Rd Horseshoe Bend, ID  83629",ID ,83629,2087932225,3/30/2020,6/30/2020,,,,,,,43.9089209,-116.2014029
Horseshoe Bend Park,,"112 Ada Street Horseshoe Bend, ID  83629",ID ,83629,2087932225,3/30/2020,6/30/2020,,,,,,,43.91388449999999,-116.1979415
Hunt Road Area,,"Intersection Hunt Road and Lake Channel Road American Falls, ID 83211",ID,83211,2082214830,3/30/2020,5/1/2020,,,,,,,42.70264,-113.0618721
I T Stoddard Elementary,,"460 York Dr Blackfoot, ID 83221",ID,83221,2087858861,3/23/2020,4/3/2020,,,,,,,43.1800827,-112.3449204
IB Perrine Elementary School,,"452 Caswell Ave W Twin Falls, ID 83301",ID,83301,2087330134,3/30/2020,4/30/2020,,,,,,,42.5755231,-114.4879277
Idaho Army National Guard,,"1920 Center Ave Payette, ID 83661",ID,83661,2086424751,3/18/2020,3/30/2020,,,,,,,44.0747455,-116.9193484
Idaho Hill Elementary School,,"402 East 3rd Street Oldtown, ID 83822",ID,83822,20844844365,3/23/2020,6/30/2020,,,,,,,48.1790015,-117.0347038
Independence High School,,"155 E Francis St Blackfoot, ID 83221",ID,83221,2087858861,3/23/2020,4/3/2020,,,,,,,43.1899982,-112.3392225
Indian Creek Estates,,"5016 East Ustick Rd. Caldwell, ID 83605",ID,83605,2084553331,3/18/2020,6/30/2020,,,,,,,43.633178,-116.634976
Indian Hills Bus Route,,"505 Indian Hills Moscow , ID 83843",ID,83843,2088921123,3/24/2020,4/3/2020,,,,,,,46.72011800000001,-116.9966133
Indian Hills Bus Route,,"Indian Hills and Atrirk Moscow , ID 83843",ID,83843,2088921123,3/24/2020,4/3/2020,,,,,,,46.7173363,-116.9860868
Indian Hills Bus Route,,"Pine Cone Rd & Travois Way Moscow , ID 83843",ID,83843,2088921123,3/24/2020,4/3/2020,,,,,,,46.72167289999999,-116.989986
Indian Hills Bus Route,,"Powers Ave and Nursery St. Moscow , ID 83843",ID,83843,2088921123,3/24/2020,4/3/2020,,,,,,,46.7164937,-116.9968804
Indian Hills Elementary School,,"666 Cheyenne Ave Pocatello, ID 83204",ID,83204,2082353256,3/25/2020,5/30/2020,,,,,,,42.820571,-112.40849
Iowa Elementary School,,"626 W. Iowa Ave Nampa, ID 83686",ID,83686,2084684607,3/30/2020,4/21/2020,,,,,,,43.5553471,-116.5839153
Irving Middle School,,"911 North Grant Ave Pocatello, ID 83204",ID,83204,2082353256,3/25/2020,5/30/2020,,,,,,,42.865333,-112.4620388
J.R. Simplot Elementary School,,"820 Tyhee Ave American Falls, ID 83211",ID,83211,2082214830,3/30/2020,5/1/2020,,,,,,,42.7794987,-112.854579
Jefferson Elementary,,"200 S Latah St Boise , ID 83705",ID,83705,2088544067,3/23/2020,6/30/2020,,,,,,,43.602124,-116.2271941
Jefferson Elementary School,,"1455 Gwen Dr. Pocatello, ID 83204",ID,83204,2082353256,3/25/2020,5/30/2020,,,,,,,42.8617462,-112.4700369
Jefferson Food Service Bus Route,,"W Morris Hil Rd. & N Chambers Ln Boise, ID 83706",ID,83706,2088544067,3/23/2020,6/30/2020,,,,,,,43.6079996,-116.2459662
Jefferson Food Service Bus Route,,"W Irving St & N Garden St. Boise, ID 83706",ID,83706,2088544067,3/23/2020,6/30/2020,,,,,,,43.6151956,-116.2384957
Jefferson Food Service Bus Route,,"S Garden St &  W Alpine St Boise, ID 83705",ID,83705,2088544067,3/23/2020,6/30/2020,,,,,,,43.6043239,-116.2384941
Jefferson Food Service Bus Route,,"200 S Latah St Boise, ID 83705",ID,83705,2088544067,3/23/2020,6/30/2020,,,,,,,43.602124,-116.2271941
Jefferson Food Service Bus Route,,"4600 W Camas St Boise, ID 83705",ID,83705,2088544067,3/23/2020,6/30/2020,,,,,,,43.5961536,-116.2390612
Jenifer Jr. High School,,"1213 16th St Lewiston , ID 83501",ID,83501,2087483064,3/16/2020,,,,,,,,46.4080311,-117.0087414
Jerome High School,,"104 Tiger Drive North Jerome , ID 83338",ID,83338,2082264278,3/23/2020,5/21/2020,,,,,,,42.7388351,-114.5020805
Jerome Middle School,,"520 10th Avenue West Jerome , ID 83339",ID,83339,2082264278,3/23/2020,5/21/2020,,,,,,,42.733868,-114.5261391
John V Evans Elementary School,,"3000 Parke Ave Burley, ID 83318",ID,83318,2088786626,3/30/2020,4/3/2020,,,,,,,42.5152386,-113.8036133
Juliaetta Elementary School,,"305 4th St Juliaetta, ID 83535",ID,83535,2082894211,3/23/2020,4/20/2020,,,,,,,46.5791193,-116.7083187
Kellogg Middle School,,"790 Bunker Avenue Kellogg, ID 83837",ID,83837,2087841348,3/23/2020,4/3/2020,,,,,,,47.54358879999999,-116.133794
Kendrick Jr/Sr High School,,"2001 State Hwy 3 Kendrick, ID 83537",ID,83537,2082894211,3/23/2020,4/20/2020,,,,,,,46.6192395,-116.6447517
Kenmare Trace Apartments,,"643 S 12th St. Payette, ID 83661",ID,83661,2086424751,3/18/2020,3/30/2020,,,,,,,44.0661201,-116.9273741
Kennedy Elementary,,"60 S 5th W. Rexburg, ID 83440",ID,83440,208359362,3/18/2020,3/28/2020,,,,,,,43.82472,-111.799825
Kimberly Elementary School,,"311 Main St South Kimberly , ID 83341",ID,83341,2084234170,3/23/2020,4/30/2020,,,,,,,42.5315449,-114.3663998
Kingston Kwik Stop,,"42980 Silver Valley Road Kingston, ID 83839",ID,83839,2087841348,3/23/2020,4/3/2020,,,,,,,47.5481227,-116.2724632
Koelsch Elementary,,"2015 N Curtis Rd Boise , ID 83706",ID,83706,2088544067,3/23/2020,6/30/2020,,,,,,,43.622485,-116.25529
Koelsch Food Service Bus Route,,"520 N Liberty St Boise, ID 83704",ID,83704,2088544067,3/23/2020,6/30/2020,,,,,,,43.609469,-116.259869
Koelsch Food Service Bus Route,,"N Allumbaugh St. & W Colehaven Dr. Boise, ID 83704",ID,83704,2088544067,3/23/2020,6/30/2020,,,,,,,43.6170593,-116.2662004
Koelsch Food Service Bus Route,,"Colehaven Dr. & N Liberty St. Boise, ID 83704",ID,83704,2088544067,3/23/2020,6/30/2020,,,,,,,43.616876,-116.2611504
Koelsch Food Service Bus Route,,"2015 N Curtis Rd Boise, ID 83706",ID,83706,2088544067,3/23/2020,6/30/2020,,,,,,,43.622485,-116.25529
Koelsch Food Service Bus Route,,"W Poplar St. & N Allumbaugh St Boise, ID 83704",ID,83704,2088544067,3/23/2020,6/30/2020,,,,,,,43.6233412,-116.2661557
Kootenai Elementary School,,"301 Sprague St. Kootenai, ID 83840",ID,83840,20826321841018,3/19/2020,6/30/2020,,,,,,,48.3114554,-116.517407
Kootenai School,,"13030 E O'Gara Road Harrison, ID 83833",ID,83833,2086893511,3/19/2020,6/30/2020,,,,,,,47.40038699999999,-116.671261
Kuna High School,,"637 Deer Flat Rd. Kuna, ID 83634",ID,83634,2089191104,3/19/2020,6/30/2020,,,,,,,43.5004689,-116.4062976
Lakeland Jr. High,,"15601 ID-41 Rathdrum, ID 83858",ID,83858,2086870431,3/18/2020,4/24/2020,,,,,,,47.8150147,-116.8862666
Lakes Middle School,,"930 N 15th Street Coeur d' Alene, ID  83814",ID ,83814,2089290220,3/23/2020,6/30/2020,,,,,,,47.6820958,-116.7659667
Lakeside Middle School,,"1255 E Street Plummer, ID 83851",ID,83851,2086862194,3/23/2020,6/30/2020,,,,,,,47.3328657,-116.8925126
Lakeview Apartments,,"586 South 1900 East Hazelton, ID 83335",ID,83335,2088294107,3/31/2020,6/30/2020,,,,,,,42.6090275,-114.1480211
Lakevue Elementary,,"12843 Cirrus Dr Nampa, ID 83651",ID,83651,2084549614,3/30/2020,5/29/2020,,,,,,,43.5963828,-116.6498024
Lapwai Elementary,,"170 Agency Rd. Lapwai, ID 83540",ID,83540,2087900988,3/17/2020,6/30/2020,,,,,,,46.3993167,-116.8038788
